team_id,rank,probability
194,1,0.04329676414116331
194,2,0.04277139471142548
194,3,0.04199253333525667
194,4,0.04099565116003919
194,5,0.039817126967642814
194,6,0.038492866877973646
194,7,0.037057194042421165
194,8,0.0355420140362462
194,9,0.03397624262927964
194,10,0.03238546868885941
194,11,0.03079181657351809
194,12,0.02921396888296904
194,13,0.027667310773560366
194,14,0.02616416006868603
194,15,0.02471405202783154
194,16,0.02332405301398925
194,17,0.021999082765849876
194,18,0.02074223009824788
194,19,0.019555051361330057
194,20,0.01843784476537468
194,21,0.017389896703913037
194,22,0.01640969852790086
194,23,0.015495133920573383
194,24,0.01464363819524621
194,25,0.013852331587950134
194,26,0.013118129038103526
194,27,0.012437829126726932
194,28,0.011808184842974061
194,29,0.011225290258721626
194,30,0.010684011855484147
194,31,0.010179646406786464
194,32,0.009709072087479622
194,33,0.009269856009710895
194,34,0.008859870165400456
194,35,0.00847713524113873
194,36,0.008119753874617757
194,37,0.007785882061931577
194,38,0.007473717519494238
194,39,0.007181495447397338
194,40,0.006907487130330917
194,41,0.006649999123526084
194,42,0.006407371905891482
194,43,0.006177977466057544
194,44,0.005960215605155706
194,45,0.0057525089398531935
194,46,0.005553296765118643
194,47,0.005361028180039782
194,48,0.005174155329745782
194,49,0.004991128543840051
194,50,0.00481039716679444
194,51,0.004630424472899555
194,52,0.004449736231574648
194,53,0.00426705209413668
194,54,0.004081637199930252
194,55,0.0038943165574312887
194,56,0.0037103660421143716
194,57,0.003534486160478396
194,58,0.0033671253387438623
194,59,0.0032077990903043928
194,60,0.003056050833518434
194,61,0.0029114509333062026
194,62,0.0027735956703781018
194,63,0.002642106161016479
194,64,0.0025166272466909923
194,65,0.002396826369510587
194,66,0.002282392446604243
194,67,0.00217303475396777
194,68,0.002068481828097346
194,69,0.0019684803918286592
194,70,0.0018727943091876554
194,71,0.0017812035727066482
194,72,0.0016935033255412299
194,73,0.0016095029198112613
194,74,0.0015290250118582798
194,75,0.0014519046945373757
194,76,0.0013779886662224046
194,77,0.001307134435878719
194,78,0.0012392095633293884
194,79,0.0011740909336925634
194,80,0.0011116640648845425
194,81,0.0010518224470517522
194,82,0.0009944669128025211
194,83,0.0009395050371416158
194,84,0.000887022287447487
194,85,0.0008378012033787108
194,86,0.0007925545511378667
194,87,0.0007510812907577088
194,88,0.0007128899430670703
194,89,0.0006774430341619084
194,90,0.0006442441201480202
194,91,0.0006128666463782359
194,92,0.0005829595904368111
194,93,0.0005542435917653762
