team_id,rank,probability
2,1,8.931688324177691e-05
2,2,0.0007267386035324482
2,3,0.001848771096971274
2,4,0.0032534838044886716
2,5,0.00483546942958882
2,6,0.00652569187182101
2,7,0.008269770070261065
2,8,0.010020982605318576
2,9,0.01173825909498642
2,10,0.013385925407058517
2,11,0.01493398249011452
2,12,0.0163584138450313
2,13,0.017641312692790487
2,14,0.018770760172365366
2,15,0.019740458629335503
2,16,0.02054916206023743
2,17,0.02119996312566337
2,18,0.02169950027339221
2,19,0.022057143980127123
2,20,0.02228421148764317
2,21,0.022393247347690524
2,22,0.02239739456477394
2,23,0.022309869552140576
2,24,0.022143544438122536
2,25,0.021910632685359872
2,26,0.02162246882526313
2,27,0.021289369856606868
2,28,0.020920564524073
2,29,0.020524177378783672
2,30,0.02010726423672082
2,31,0.0196758608694982
2,32,0.01923502236224064
2,33,0.018788884073567772
2,34,0.018340740894838475
2,35,0.017893133309214302
2,36,0.017447933829071758
2,37,0.017006430328064853
2,38,0.016569404631234654
2,39,0.016137205853530276
2,40,0.015709818828533284
2,41,0.01528692844027842
2,42,0.014867980941299788
2,43,0.014452243489887084
2,44,0.014038863133490434
2,45,0.013626926440960497
2,46,0.013215521026914328
2,47,0.012803800303543668
2,48,0.012391053101197525
2,49,0.011976780422221351
2,50,0.011560782580576258
2,51,0.011143261446611671
2,52,0.010724944139620812
2,53,0.010307234379720491
2,54,0.009892385414496097
2,55,0.009483605776577926
2,56,0.009084433804701378
2,57,0.008696329270701391
2,58,0.008319484374947108
2,59,0.007953877390007162
2,60,0.007599451545186913
2,61,0.007256119113984545
2,62,0.006923765273933587
2,63,0.006602251735316464
2,64,0.006291420152222692
2,65,0.0059910953092354
2,66,0.0057010880873466846
2,67,0.005421198204238682
2,68,0.005151216730277726
2,69,0.004890928376092828
2,70,0.004640113558508617
2,71,0.004398550239750307
2,72,0.0041660155526566395
2,73,0.003942287208944928
2,74,0.003727144705916849
2,75,0.003520370332785761
2,76,0.0033217499921447875
2,77,0.003131073844309945
2,78,0.0029481367856178187
2,79,0.002772738776792658
2,80,0.0026046850294314853
2,81,0.0024437860653100966
2,82,0.002289857662554408
2,83,0.0021427207018297877
2,84,0.002002203302999788
2,85,0.0018681612039999611
2,86,0.0017405126030207575
2,87,0.0016192021162438374
2,88,0.0015041577024725924
2,89,0.0013952729013624625
2,90,0.0012924028894590407
2,91,0.0011953676407717914
2,92,0.0011039586053931763
2,93,0.0010179468191037775
2,94,0.0009370911702222556
2,95,0.0008611460362742838
2,96,0.000789867833867317
2,97,0.0007230202539022059
2,98,0.0006603781101528667
2,99,0.0006017298498789599
2,100,0.0005468788436510488
2,101,0.000495643624274111
2,102,0.00044785726712936894
2,103,0.0004033661126377438
2,104,0.0003620280275950863
2,105,0.0003237103870382379
2,106,0.00028828794122625863
2,107,0.00025564070628357406
2,108,0.0002256520001390399
2,109,0.0001982067352200302
2,110,0.0001731901445386852
2,111,0.00015048760690937685
2,112,0.00012998605849466315
2,113,0.00011157181386088882
2,114,9.51279535694886e-05
2,115,8.05340930897966e-05
2,116,6.766697330357875e-05
2,117,5.640127553113346e-05
2,118,4.6610617765401974e-05
2,119,3.816868240244181e-05
2,120,3.095042194284646e-05
2,121,2.4833288337699133e-05
2,122,1.9698434195052264e-05
2,123,1.5431838576866823e-05
2,124,1.1925316664175684e-05
2,125,9.07738096085332e-06
2,126,6.793930058576378e-06
2,127,4.988750397151232e-06
2,128,3.5838250952825795e-06
2,129,2.509452184871739e-06
2,130,1.7041819075092163e-06
2,131,1.1145887536135217e-06
2,132,6.948985895752234e-07
2,133,4.0649404438245924e-07
2,134,2.1732131427420708e-07
2,135,1.0121615451095083e-07
2,136,3.7145754885462814e-08
2,137,8.282526448494883e-09
2,138,4.533150784620152e-10
5,1,1.6761523317248487e-09
5,2,2.6948443717147542e-08
5,3,1.1344498514217421e-07
5,4,2.9791005524373583e-07
5,5,6.232835818572576e-07
5,6,1.14142115835599e-06
