season,team_id,team_name,recruiting_adjustment,talent_adjustment,returning_adjustment,component_pattern,recruiting_minus_h_nll,talent_minus_h_nll,returning_minus_h_nll
2025,103,Boston College,-0.7928047759055232,-1.9510340500980305,-1.9623654082833113,agreement,0.03343294813831221,0.08163434370170997,0.09653100430626171
2025,113,Massachusetts,-1.3541955113302748,-5.073362337626762,4.070428800664317,conflict,0.1352744656479521,0.5655291697224265,-0.5161795436333962
2025,12,Arizona,-4.663656652451309,-2.954860909565184,1.0426327212441322,conflict,-0.18414222438113992,-0.12209732551110353,0.08883956775517454
2025,120,Maryland,-6.9224909650795325,-4.29723432745584,15.175117652363525,conflict,0.08462142212470702,0.04683911859456735,-0.1027785684602005
2025,127,Michigan State,-2.394855013531668,-2.24056835740452,0.8871957394368195,agreement,0.03531441200748464,0.03291508016163114,-0.02025352039103101
2025,130,Michigan,-2.425426533705675,-2.7218914753516295,1.0874156575437013,conflict,-0.01410503459762058,-0.0018948994493355187,-0.06847333236561326
2025,135,Minnesota,-1.5039968378773594,-2.9151256419298264,10.817534200840882,conflict,-0.00598893575899595,0.01578682875814419,-0.06573003427823298
2025,142,Missouri,-2.9269701058634467,-3.350865393268343,9.770344820484553,conflict,0.0010038760929704793,0.007528166937015968,0.030488983103740708
2025,145,Ole Miss,-3.60262366238549,-3.3517133740451293,9.091057821896264,conflict,-0.14648243980153008,-0.13921543531354486,0.5088190795642396
2025,150,Duke,-6.5194082058439164,-5.0221169402480825,12.130100525842906,conflict,-0.12266642963640617,-0.09458915910671273,0.3103771812487164
2025,151,East Carolina,-4.14161745451014,-4.573429468792412,6.165277159404496,conflict,-0.11469217904006612,-0.1237855377062278,0.19098644861669722
2025,152,NC State,-3.121244096606972,-3.394379253686836,-5.4118723672378835,agreement,-0.06724018038765589,-0.06912131942238009,-0.12283306718651943
2025,153,North Carolina,-7.564588741026093,-5.510467837886431,14.319103332804701,conflict,0.18726452502056556,0.13007859269517574,-0.24315797677852302
2025,154,Wake Forest,-2.2504472354358285,-1.9651292732010717,12.515760658233901,conflict,-0.06317675849017768,-0.05478782267642757,0.40144025619781054
2025,158,Nebraska,-6.217959909731519,-6.242191904229564,7.071974019344218,conflict,0.052914901708340345,0.05437973589725864,-0.023787371922323608
2025,164,Rutgers,-7.661384028858734,-5.24607259435912,-2.8615862054011814,agreement,0.037080968671484804,0.02262507206116382,-0.020665098266699822
2025,166,New Mexico State,-1.0654559374165302,-2.202249543608062,2.3514019103732267,conflict,-0.0173952035960121,-0.014570173449795387,-0.022832221719786272
2025,167,New Mexico,9.129986801574859,0.083725000321337,13.264369647007385,agreement,0.6038045010575068,0.002673446524703138,1.0238823429661439
2025,183,Syracuse,-2.5311903459687954,-6.342930171683783,15.961782063587293,conflict,0.11847647116160953,0.2898366846271774,-0.508229149223629
2025,189,Bowling Green,2.257706971774354,-2.4178268277957216,16.22353416107616,conflict,-0.07481036051611412,0.08773985489720637,-0.47508434733012983
2025,193,Miami (OH),-1.2653050654697893,-4.605100441958584,16.697761839776803,conflict,0.007808479256370404,0.0475325019599282,-0.037008525987565655
2025,194,Ohio State,0.01411794023830737,-0.08493972631094593,0.9571250251323375,agreement,-0.01837921634536155,-0.01521903410213854,-0.011601624614817396
2025,195,Ohio,7.615004704139622,1.7102937508535945,-0.023378906560409973,agreement,-0.013846645458960971,-0.01206485446062544,-0.03480178000543077
2025,197,Oklahoma State,3.5301790322683644,0.10543441129615871,16.081428253061162,agreement,-0.1758582730769387,0.0131398381798018,-0.7921072092810029
2025,2,Auburn,-7.235535768502352,-5.590118482536013,11.87515194285114,conflict,0.07850870242830243,0.05308954767567098,-0.015736758521014416
2025,2006,Akron,-2.164831635805072,-6.29897479384276,7.426047737589073,conflict,0.03186306006755801,0.1175779043083569,-0.06408966068191324
2025,201,Oklahoma,-2.7375898768836286,-1.377756780253101,1.2481722161224837,conflict,-0.0796061204999341,-0.04138626966447889,0.038640287206593626
2025,202,Tulsa,1.7586841394110735,-2.696014508226014,8.346117480723123,conflict,0.006237447851764166,-0.03437589432324817,0.1842000709643239
2025,2026,App State,8.324529072649312,0.1911744287081234,14.835667485478012,agreement,-0.26665411300175634,-0.005138962157145599,-0.438922755551447
2025,2032,Arkansas State,-5.878308834500899,-4.770690820493002,0.7736662653517357,agreement,0.03201668820526837,0.026600848622455153,-0.020100807637581042
2025,204,Oregon State,0.5515945628328467,-2.1828633373595068,-0.8154667149548658,agreement,0.0037344421547453877,0.11268958556803899,0.10144370908113842
2025,2050,Ball State,0.3573567227635266,-2.100815507622144,12.193988176171572,conflict,-0.007787343751800346,0.07799407447760665,-0.3368951523808281
2025,2084,Buffalo,-5.379405035959792,-3.721388461690097,-0.1114357404089219,agreement,0.13723568666124475,0.0913402799791676,-0.0008820484753240265
2025,21,San Diego State,-1.9258504164540113,-2.510952959473954,13.34476332149859,conflict,-0.08833594195947825,-0.11550230461606148,0.9290684456516676
2025,2116,UCF,-3.0010578734055287,-5.229163583211367,18.506800017654257,conflict,0.01209288303424394,0.04291047283826366,-0.0208023876793213
2025,2117,Central Michigan,-1.3940974193479008,-1.22178374304913,13.171825490891791,conflict,-0.02421368126103829,-0.01898086843324709,0.35533849798001516
2025,213,Penn State,-2.447989054027625,-2.331362149739965,1.3936446632002522,conflict,0.14161969872378855,0.13580754250353522,-0.09981962834324154
2025,2132,Cincinnati,1.9253126384373545,-0.4386856434500359,8.509373594114777,agreement,-0.014936762436892792,-0.0182115079151437,0.03471327790894829
2025,218,Temple,-1.3989445349869385,-2.695477105098277,7.636301418225614,conflict,-0.04643340679986796,-0.07743716282702895,0.30501943361326234
2025,2199,Eastern Michigan,-5.1874460687403,-6.34061495633874,8.430682937376332,conflict,0.068825689378885,0.0936564625820866,-0.08360425227940071
2025,221,Pittsburgh,0.3385874264768418,-1.9533162060373783,1.8497599913980451,conflict,-0.012960188612278323,-0.039857656673216724,0.012525428594362786
2025,2226,Florida Atlantic,-3.9044679010745114,-5.396569597488494,8.87511515733567,conflict,-0.04280507401064426,-0.04236993255770383,0.17117572824203808
2025,2229,Florida International,-8.084852185801694,-6.547263372425974,6.349946559677491,conflict,-0.2159646712599228,-0.1825008512078794,0.29908872389835484
2025,2247,Georgia State,-2.3213492345966245,-6.420321034619633,4.039814147994008,conflict,0.162431690195743,0.3917054021779256,-0.14681301157824134
2025,228,Clemson,-0.9468166509563893,-2.5393650367644547,-5.167376289140286,agreement,0.037785460799231174,0.12435269406099003,0.29110859531829725
2025,2294,Iowa,1.8619250107068694,0.16943606277839507,-0.4592533599714912,agreement,0.04758749200292911,0.0024134628054968132,-0.016573237679177844
2025,23,San José State,1.4514657883299975,-2.6208500871722435,9.16371400830316,conflict,-0.04162992045901159,0.08333945605015369,-0.25456345339746633
2025,2305,Kansas,-0.9678189441201823,-6.562016301883418,9.42593847223118,conflict,-0.010109967748362259,0.020781603127378645,-0.017289606834062
2025,2306,Kansas State,1.9335850192645552,-0.6389026508600253,-3.359782866992205,conflict,-0.04530815809893163,-0.004291747717379835,0.015460437553277195
2025,2309,Kent State,-1.746301742427903,-1.5208513607047962,4.686637904436736,conflict,-0.13240949277684155,-0.11884346768682441,0.640470307889534
2025,2335,Liberty,7.1083027687631954,-1.2474748768990054,4.3368870729340046,conflict,-0.15844831629030764,0.03185156265097344,-0.11225058848495095
2025,2348,Louisiana Tech,-1.3305716283682756,-1.078426348113922,6.804219846127509,conflict,-0.03505670848522513,-0.02878460054549592,0.20586602845800073
2025,235,Memphis,-3.1536844180188552,-4.337588896031875,15.644723085963584,conflict,-0.001663558784835928,0.010908257260950904,0.04689102557278435
2025,238,Vanderbilt,-7.166678642424316,-6.33386830763412,-7.315848529034774,agreement,-0.2769251055620092,-0.24702126291725435,-0.28127705648197043
2025,239,Baylor,-2.7355088552644347,-3.736411635152052,-4.711087023355134,agreement,0.046877541752462726,0.07239658771707269,0.09965941189867777
2025,2390,Miami,-9.395444445141692,-5.498978405549419,16.288251061333213,conflict,-0.6188262344410274,-0.3669472231133679,1.2562773218653094
2025,2393,Middle Tennessee,1.4322434404781887,-2.145808589101975,3.981486024566479,conflict,-0.04092335113985923,0.05994906423672752,-0.10612046395102182
2025,24,Stanford,-3.2287470475754105,-2.8114847733075266,14.822615951686046,conflict,0.028377894841463913,0.02373742889056807,-0.029534133269415896
2025,242,Rice,-2.6929829840049138,-4.023129638237435,12.866870063226855,conflict,0.030451112888494336,0.05163271342211839,-0.049260497302427986
2025,2429,Charlotte,1.7070175415104956,-6.141761476131123,8.798184565939096,conflict,-0.08678792190003781,0.36579536333248575,-0.46822594799593986
2025,2433,UL Monroe,2.706321575596874,-3.1161837861971975,1.6042637287805093,conflict,-0.1047388697388083,0.16059075527518507,-0.055747243344046904
2025,2439,UNLV,3.4036097327217902,-9.896675662038426,14.994283461991571,conflict,0.026090109879180368,-0.028025694397687317,0.18640463058519252
2025,2440,Nevada,1.400193123879177,-0.7240118919577441,10.963436004061421,agreement,-0.031429779449429596,0.016649183893693298,-0.1707780466086053
2025,245,Texas A&M,-10.79284231780409,-6.700396847908863,4.694210491908535,conflict,-0.3770840808500626,-0.2468861351695626,0.2165491428811781
2025,2459,Northern Illinois,1.8624406050346636,1.5949003927447336,15.782915026064785,agreement,-0.11835894914025591,-0.10747092327632757,-0.8305011833170379
