team_id,rank,probability
2,1,7.694705300072772e-05
2,2,0.0005758043621188922
2,3,0.0013589696500944384
2,4,0.0022371535804090884
2,5,0.0031347430404092885
2,6,0.0040180268846603945
2,7,0.004869975707241745
2,8,0.005681172242465653
2,9,0.006446163437421664
2,10,0.007161849101125839
2,11,0.007826703175466897
2,12,0.00844035495359668
2,13,0.009003331181526792
2,14,0.009516871653581092
2,15,0.009982779636041168
2,16,0.010403290676586572
2,17,0.01078095365890121
2,18,0.011118522660048862
2,19,0.011418860058778292
2,20,0.011684851863878453
2,21,0.01191933609203259
2,22,0.01212504458042709
2,23,0.012304558083773605
2,24,0.012460274038708443
2,25,0.012594385936377156
2,26,0.012708872991586472
2,27,0.01280549856555337
2,28,0.012885815772987754
2,29,0.012951178725365848
2,30,0.013002757986728888
2,31,0.013041558146906275
2,32,0.013068436139303056
2,33,0.013084120121484315
2,34,0.013089228649116302
2,35,0.013084289528458772
2,36,0.013069757814677991
2,37,0.013046032533989747
2,38,0.013013471851594245
2,39,0.012972406460218942
2,40,0.01292315109613775
2,41,0.01286601414608784
2,42,0.012801305366551928
2,43,0.012729341817204821
2,44,0.012650452134771681
2,45,0.01256497930035435
2,46,0.012473282100340261
2,47,0.012375735469251681
2,48,0.012272729893706692
2,49,0.012164670051540092
2,50,0.012051972790453938
2,51,0.011935064442249087
2,52,0.011814377222174252
2,53,0.011690343965492225
2,54,0.011563389078119097
2,55,0.011433909914546085
2,56,0.011302232243227907
2,57,0.011168568103984722
2,58,0.01103307639578705
2,59,0.01089589689746916
2,60,0.01075715525588929
2,61,0.010616963929804242
2,62,0.0104754231188296
2,63,0.010332621661695456
2,64,0.010188637918072365
2,65,0.01004354062333205
2,66,0.009897389722970204
2,67,0.009750237181102916
2,68,0.009602127766770704
2,69,0.00945309981071789
2,70,0.009303185942504639
2,71,0.00915241379332604
2,72,0.009000806680567469
2,73,0.008848384256825572
2,74,0.008695163140015418
2,75,0.008541157509216865
2,76,0.008386379679077077
2,77,0.00823084064704047
2,78,0.008074550612551808
2,79,0.007917519479615701
2,80,0.0077597573325302845
2,81,0.007601274890218189
2,82,0.007442083943556221
2,83,0.007282197778002252
2,84,0.007121631415524485
2,85,0.006960400280107849
2,86,0.0067985161731331225
2,87,0.006635988018736627
2,88,0.006472825667418137
2,89,0.006309042898616554
2,90,0.006144659641512648
2,91,0.005979703655164903
2,92,0.005814211813917097
2,93,0.005648231061768989
2,94,0.005481819082405988
2,95,0.005315044683211001
2,96,0.005147987902472218
2,97,0.004980739856066185
2,98,0.0048134023092364295
2,99,0.004646087014295198
2,100,0.004478914816447613
2,101,0.004312014575508181
2,102,0.004145521945082897
2,103,0.003979578062227383
2,104,0.0038143282156955474
2,105,0.0036499205548441668
2,106,0.003486504931476222
2,107,0.003324231932751855
2,108,0.003163252203531163
2,109,0.0030037161194630207
2,110,0.002845773918963134
2,111,0.0026895764102137214
2,112,0.0025352760864296203
2,113,0.002383027969120622
2,114,0.0022329909088410612
2,115,0.0020853297361836977
2,116,0.0019402179142341458
2,117,0.0017978405499934381
2,118,0.001658397636574366
2,119,0.0015221073766084287
2,120,0.0013892094094318545
2,121,0.0012599677380767769
2,122,0.0011346731551352756
2,123,0.001013644969151117
2,124,0.0008972318515445098
2,125,0.0007858116942711319
2,126,0.0006797904157518723
