team_id,rank,probability
2,1,0.00017491003259061203
2,2,0.0010490218936450473
2,3,0.0021777862065880233
2,4,0.003303149286703264
2,5,0.0043656721452468
2,6,0.005351519352833203
2,7,0.006259244419402961
2,8,0.007091009945945147
2,9,0.0078500098981907
2,10,0.008539713457051306
2,11,0.009163673765427628
2,12,0.009725501662626375
2,13,0.01022887222305755
2,14,0.010677522901854869
2,15,0.011075234336025783
2,16,0.011425796056929347
2,17,0.011732962647682612
2,18,0.012000406122062553
2,19,0.01223166942074324
2,20,0.01243012470377636
2,21,0.012598938871350567
2,22,0.012741047670712569
2,23,0.012859138826539494
2,24,0.012955643938772122
2,25,0.013032738389268028
2,26,0.013092348155515255
2,27,0.013136162267587282
2,28,0.013165649562414134
2,29,0.013182078663899591
2,30,0.013186540787437197
2,31,0.013179972678290533
2,32,0.013163176934643013
2,33,0.013136841451907248
2,34,0.013101558453893531
2,35,0.013057842461936999
2,36,0.013006146763892182
2,37,0.01294687811581216
2,38,0.01288040954957134
2,39,0.012807091228028743
2,40,0.012727259352787585
2,41,0.012641243218442181
2,42,0.012549370518349463
2,43,0.012451971077083403
2,44,0.012349379156175172
2,45,0.01224193455781915
2,46,0.012129982696107967
2,47,0.012013873846246732
2,48,0.011893961724834451
2,49,0.011770601562621124
2,50,0.011644147752394458
2,51,0.011514951090766546
2,52,0.011383355464550228
2,53,0.01124969352364705
2,54,0.011114280129959438
2,55,0.010977400479368647
2,56,0.010839285035166204
2,57,0.010700090624846148
2,58,0.010559938231468185
2,59,0.010418932933200039
2,60,0.010277167075901731
2,61,0.010134721204353086
2,62,0.009991664967224766
2,63,0.009848058003773072
2,64,0.009703950798076505
2,65,0.00955938551057992
2,66,0.009414396786369371
2,67,0.009269012525727068
2,68,0.009123254630067483
2,69,0.008977139716618567
2,70,0.008830679796820824
2,71,0.008683882922127297
2,72,0.008536753801313256
2,73,0.008389294376234792
2,74,0.008241504371707108
2,75,0.00809338180275168
2,76,0.007944923459314652
2,77,0.007796125356148756
2,78,0.007646983150111291
2,79,0.007497492536756442
2,80,0.007347649615167993
2,81,0.00719745123925625
2,82,0.007046895339240589
2,83,0.0068959812330152475
2,84,0.006744709359920883
2,85,0.0065930766698158024
2,86,0.006441067420120561
2,87,0.006288659468401231
2,88,0.0061358329769304
2,89,0.00598257503488262
2,90,0.005828882265197419
2,91,0.005674762372346787
2,92,0.005520235077054053
2,93,0.005365332596524578
2,94,0.0052100997672716995
2,95,0.005054593855631829
2,96,0.004898884062265287
2,97,0.004743050760485276
2,98,0.004587184477175656
2,99,0.004431384649668996
2,100,0.004275758201117399
2,101,0.004120417988694456
2,102,0.003965481174371609
2,103,0.003811067592862774
