id,season,week,seasonType,startDate,completed,neutralSite,conferenceGame,homeId,homeTeam,homeClassification,homeConference,homePoints,awayId,awayTeam,awayClassification,awayConference,awayPoints
401862707,2026,2,regular,2026-09-12T23:00:00.000Z,True,False,False,2534,Sam Houston,fbs,Conference USA,17,202,Tulsa,fbs,American Athletic,23
401862708,2026,2,regular,2026-09-12T19:30:00.000Z,True,False,False,5,UAB,fbs,American Athletic,26,2433,UL Monroe,fbs,Sun Belt,20
401862710,2026,3,regular,2026-09-19T22:00:00.000Z,True,False,False,295,Old Dominion,fbs,Sun Belt,17,151,East Carolina,fbs,American Athletic,20
401862771,2026,3,regular,2026-09-19T22:00:00.000Z,True,False,False,2226,Florida Atlantic,fbs,American Athletic,16,2229,Florida International,fbs,Conference USA,10
401862772,2026,3,regular,2026-09-19T23:00:00.000Z,True,False,False,235,Memphis,fbs,American Athletic,45,2630,UT Martin,fcs,OVC,21
401862773,2026,3,regular,2026-09-19T23:00:00.000Z,True,False,False,242,Rice,fbs,American Athletic,21,2711,Western Michigan,fbs,Mid-American,28
401862774,2026,3,regular,2026-09-19T19:00:00.000Z,True,False,False,2649,Toledo,fbs,Mid-American,49,218,Temple,fbs,American Athletic,48
401862775,2026,3,regular,2026-09-20T00:00:00.000Z,True,False,False,202,Tulsa,fbs,American Athletic,42,2837,East Texas A&M,fcs,Southland,0
401862776,2026,3,regular,2026-09-20T00:00:00.000Z,True,False,False,309,Louisiana,fbs,Sun Belt,21,5,UAB,fbs,American Athletic,14
401862777,2026,3,regular,2026-09-19T23:00:00.000Z,True,False,False,58,South Florida,fbs,American Athletic,59,2169,Delaware State,fcs,MEAC,17
401862778,2026,4,regular,2026-09-25T23:00:00.000Z,True,False,True,5,UAB,fbs,American Athletic,24,2426,Navy,fbs,American Athletic,20
401862779,2026,4,regular,2026-09-25T20:00:00.000Z,True,False,True,218,Temple,fbs,American Athletic,17,349,Army,fbs,American Athletic,21
401864424,2026,1,regular,2026-09-03T23:00:00.000Z,True,False,False,48,Delaware,fbs,Conference USA,42,2771,Merrimack,fcs,FCS Independents,7
401864425,2026,1,regular,2026-09-03T23:00:00.000Z,True,False,False,338,Kennesaw State,fbs,Conference USA,47,2698,West Georgia,fcs,UAC,0
401864432,2026,1,regular,2026-09-06T02:30:00.000Z,True,False,False,2440,Nevada,fbs,Mountain West,49,98,Western Kentucky,fbs,Conference USA,14
401864443,2026,3,regular,2026-09-19T23:00:00.000Z,True,False,False,2393,Middle Tennessee,fbs,Conference USA,27,2440,Nevada,fbs,Mountain West,20
401864494,2026,1,regular,2026-08-29T19:00:00.000Z,True,False,False,30,USC,fbs,Big Ten,42,23,San José State,fbs,Mountain West,26
401864495,2026,1,regular,2026-09-04T22:30:00.000Z,True,False,False,2199,Eastern Michigan,fbs,Mid-American,21,23,San José State,fbs,Mountain West,27
401864496,2026,1,regular,2026-09-05T17:00:00.000Z,True,False,False,2005,Air Force,fbs,Mountain West,34,2184,Duquesne,fcs,NEC,0
401864497,2026,1,regular,2026-09-06T02:00:00.000Z,True,False,True,62,Hawai'i,fbs,Mountain West,6,2439,UNLV,fbs,Mountain West,21
401864498,2026,1,regular,2026-09-06T02:00:00.000Z,True,False,False,167,New Mexico,fbs,Mountain West,38,2117,Central Michigan,fbs,Mid-American,7
401864499,2026,1,regular,2026-09-05T19:30:00.000Z,True,False,False,2449,North Dakota State,fbs,Mountain West,38,2230,Fordham,fcs,Patriot,0
401864500,2026,2,regular,2026-09-13T02:30:00.000Z,True,False,False,2440,Nevada,fbs,Mountain West,7,147,Montana State,fcs,Big Sky,20
401864502,2026,2,regular,2026-09-13T02:00:00.000Z,True,False,True,2005,Air Force,fbs,Mountain West,32,2449,North Dakota State,fbs,Mountain West,38
401864503,2026,2,regular,2026-09-12T23:00:00.000Z,True,False,False,2459,Northern Illinois,fbs,Mountain West,24,2287,Illinois State,fcs,MVFC,28
401864504,2026,2,regular,2026-09-13T01:00:00.000Z,True,False,False,23,San José State,fbs,Mountain West,30,13,Cal Poly,fcs,Big Sky,20
401864505,2026,2,regular,2026-09-13T01:00:00.000Z,True,False,False,2638,UTEP,fbs,Mountain West,51,2640,Texas Southern,fcs,SWAC,10
401864506,2026,2,regular,2026-09-12T20:00:00.000Z,True,False,False,2751,Wyoming,fbs,Mountain West,21,2458,Northern Colorado,fcs,Big Sky,13
401864507,2026,3,regular,2026-09-20T02:30:00.000Z,True,False,False,16,Sacramento State,fbs,Mid-American,10,2449,North Dakota State,fbs,Mountain West,31
401864508,2026,3,regular,2026-09-19T17:00:00.000Z,True,False,False,2117,Central Michigan,fbs,Mid-American,24,2751,Wyoming,fbs,Mountain West,10
401864570,2026,1,regular,2026-08-29T23:00:00.000Z,True,False,False,52,Florida State,fbs,ACC,34,166,New Mexico State,fbs,Conference USA,17
401864571,2026,2,regular,2026-09-12T16:00:00.000Z,True,False,False,151,East Carolina,fbs,American Athletic,24,2026,App State,fbs,Sun Belt,27
401864574,2026,3,regular,2026-09-19T22:00:00.000Z,True,False,False,2026,App State,fbs,Sun Belt,26,2429,Charlotte,fbs,American Athletic,21
401864575,2026,2,regular,2026-09-12T23:00:00.000Z,True,False,False,2655,Tulane,fbs,American Athletic,28,6,South Alabama,fbs,Sun Belt,24
401864577,2026,1,regular,2026-08-29T21:30:00.000Z,True,False,False,2449,North Dakota State,fbs,Mountain West,33,55,Jacksonville State,fbs,Conference USA,7
401864578,2026,2,regular,2026-09-13T03:59:00.000Z,True,False,False,62,Hawai'i,fbs,Mountain West,29,166,New Mexico State,fbs,Conference USA,19
401865252,2026,2,regular,2026-09-12T20:00:00.000Z,True,False,False,167,New Mexico,fbs,Mountain West,70,2385,Mercyhurst,fcs,NEC,7
401866408,2026,1,regular,2026-08-29T22:30:00.000Z,True,False,True,2199,Eastern Michigan,fbs,Mid-American,28,16,Sacramento State,fbs,Mid-American,17
401866409,2026,1,regular,2026-09-03T23:00:00.000Z,True,False,False,2084,Buffalo,fbs,Mid-American,21,399,UAlbany,fcs,Coastal Athletic,17
401866410,2026,1,regular,2026-09-05T16:00:00.000Z,True,False,False,189,Bowling Green,fbs,Mid-American,13,2627,Tarleton State,fcs,UAC,20
401866411,2026,1,regular,2026-09-06T02:00:00.000Z,True,False,False,16,Sacramento State,fbs,Mid-American,52,2400,Mississippi Valley State,fcs,SWAC,0
401866412,2026,2,regular,2026-09-12T19:30:00.000Z,True,False,False,2006,Akron,fbs,Mid-American,45,2523,Robert Morris,fcs,NEC,10
401866413,2026,2,regular,2026-09-12T18:00:00.000Z,True,False,False,2050,Ball State,fbs,Mid-American,41,2619,Stony Brook,fcs,Coastal Athletic,17
401866414,2026,2,regular,2026-09-12T22:00:00.000Z,True,False,False,2229,Florida International,fbs,Conference USA,33,2084,Buffalo,fbs,Mid-American,20
401866415,2026,2,regular,2026-09-12T17:00:00.000Z,True,False,False,2117,Central Michigan,fbs,Mid-American,13,2142,Colgate,fcs,Patriot,10
401866416,2026,2,regular,2026-09-12T16:00:00.000Z,True,False,False,2309,Kent State,fbs,Mid-American,36,2747,Wofford,fcs,Southern,15
401866417,2026,2,regular,2026-09-12T17:00:00.000Z,True,False,False,193,Miami (OH),fbs,Mid-American,45,107,Holy Cross,fcs,Patriot,7
401866418,2026,2,regular,2026-09-12T22:00:00.000Z,True,False,False,195,Ohio,fbs,Mid-American,29,55,Jacksonville State,fbs,Conference USA,27
401866419,2026,2,regular,2026-09-12T19:30:00.000Z,True,False,False,2649,Toledo,fbs,Mid-American,63,2115,Central Connecticut,fcs,NEC,10
401866420,2026,2,regular,2026-09-12T19:30:00.000Z,True,False,False,113,Massachusetts,fbs,Mid-American,37,2529,Sacred Heart,fcs,Coastal Athletic,10
401866421,2026,2,regular,2026-09-12T22:30:00.000Z,True,False,False,2711,Western Michigan,fbs,Mid-American,49,2405,Monmouth,fcs,Coastal Athletic,14
401866422,2026,3,regular,2026-09-19T20:00:00.000Z,True,False,False,2335,Liberty,fbs,Conference USA,51,2050,Ball State,fbs,Mid-American,15
401866423,2026,3,regular,2026-09-19T23:00:00.000Z,True,False,False,6,South Alabama,fbs,Sun Belt,41,195,Ohio,fbs,Mid-American,36
401866424,2026,3,regular,2026-09-19T19:30:00.000Z,True,False,False,113,Massachusetts,fbs,Mid-American,36,284,Stonehill,fcs,NEC,14
401866532,2026,1,regular,2026-08-27T22:00:00.000Z,True,False,True,119,Towson,fcs,Coastal Athletic,18,311,Maine,fcs,Coastal Athletic,21
401866615,2026,1,regular,2026-08-27T22:00:00.000Z,True,False,False,2169,Delaware State,fcs,MEAC,41,2619,Stony Brook,fcs,Coastal Athletic,34
401866616,2026,1,regular,2026-08-28T23:00:00.000Z,True,False,True,399,UAlbany,fcs,Coastal Athletic,28,160,New Hampshire,fcs,Coastal Athletic,14
401866617,2026,1,regular,2026-08-28T22:00:00.000Z,True,False,False,2771,Merrimack,fcs,FCS Independents,7,227,Rhode Island,fcs,Coastal Athletic,34
401866618,2026,1,regular,2026-08-29T22:00:00.000Z,True,False,False,2448,North Carolina A&T,fcs,Coastal Athletic,7,2415,Morgan State,fcs,MEAC,17
401866619,2026,1,regular,2026-08-29T22:00:00.000Z,True,False,False,284,Stonehill,fcs,NEC,6,2803,Bryant,fcs,Coastal Athletic,24
401866620,2026,1,regular,2026-08-29T21:30:00.000Z,True,False,False,2193,East Tennessee State,fcs,Southern,37,2097,Campbell,fcs,Coastal Athletic,49
401866621,2026,1,regular,2026-08-29T23:00:00.000Z,True,False,False,2635,Tennessee Tech,fcs,Southern,38,2405,Monmouth,fcs,Coastal Athletic,14
401866622,2026,1,regular,2026-09-03T23:00:00.000Z,True,False,False,2619,Stony Brook,fcs,Coastal Athletic,36,2815,Lindenwood,fcs,OVC,32
401866623,2026,1,regular,2026-09-04T23:00:00.000Z,True,False,False,2247,Georgia State,fbs,Sun Belt,59,2448,North Carolina A&T,fcs,Coastal Athletic,10
401866624,2026,1,regular,2026-09-05T18:00:00.000Z,True,False,True,2405,Monmouth,fcs,Coastal Athletic,31,2529,Sacred Heart,fcs,Coastal Athletic,24
401866626,2026,1,regular,2026-09-05T22:00:00.000Z,True,False,False,2166,Davidson,fcs,Pioneer,0,2210,Elon,fcs,Coastal Athletic,38
401866627,2026,1,regular,2026-09-05T19:30:00.000Z,True,False,False,2026,App State,fbs,Sun Belt,55,311,Maine,fcs,Coastal Athletic,3
401866628,2026,2,regular,2026-09-12T16:00:00.000Z,True,False,True,227,Rhode Island,fcs,Coastal Athletic,31,2210,Elon,fcs,Coastal Athletic,10
401866629,2026,2,regular,2026-09-12T22:00:00.000Z,True,False,True,2261,Hampton,fcs,Coastal Athletic,3,2803,Bryant,fcs,Coastal Athletic,31
401866630,2026,2,regular,2026-09-12T21:00:00.000Z,True,False,False,311,Maine,fcs,Coastal Athletic,14,2771,Merrimack,fcs,FCS Independents,23
401866631,2026,2,regular,2026-09-12T22:00:00.000Z,True,False,False,160,New Hampshire,fcs,Coastal Athletic,42,284,Stonehill,fcs,NEC,35
401866632,2026,2,regular,2026-09-12T16:00:00.000Z,True,False,False,2341,Long Island University,fcs,NEC,13,399,UAlbany,fcs,Coastal Athletic,35
401866633,2026,2,regular,2026-09-12T16:00:00.000Z,True,False,False,2428,North Carolina Central,fcs,MEAC,30,2448,North Carolina A&T,fcs,Coastal Athletic,22
401866634,2026,3,regular,2026-09-19T18:30:00.000Z,True,False,True,2619,Stony Brook,fcs,Coastal Athletic,56,227,Rhode Island,fcs,Coastal Athletic,24
401866635,2026,3,regular,2026-09-19T19:30:00.000Z,True,False,True,399,UAlbany,fcs,Coastal Athletic,20,2405,Monmouth,fcs,Coastal Athletic,28
401866636,2026,3,regular,2026-09-19T22:00:00.000Z,True,False,True,2097,Campbell,fcs,Coastal Athletic,42,2448,North Carolina A&T,fcs,Coastal Athletic,14
401866637,2026,3,regular,2026-09-19T22:00:00.000Z,True,False,True,2210,Elon,fcs,Coastal Athletic,24,2529,Sacred Heart,fcs,Coastal Athletic,21
401866638,2026,3,regular,2026-09-19T17:00:00.000Z,True,False,False,2803,Bryant,fcs,Coastal Athletic,21,163,Princeton,fcs,Ivy,14
401866639,2026,3,regular,2026-09-19T17:00:00.000Z,True,False,False,160,New Hampshire,fcs,Coastal Athletic,7,108,Harvard,fcs,Ivy,31
401866640,2026,3,regular,2026-09-19T22:00:00.000Z,True,False,False,119,Towson,fcs,Coastal Athletic,26,2415,Morgan State,fcs,MEAC,41
401866641,2026,3,regular,2026-09-19T20:00:00.000Z,True,False,False,2450,Norfolk State,fcs,MEAC,42,2261,Hampton,fcs,Coastal Athletic,21
401867684,2026,1,regular,2026-09-05T23:00:00.000Z,True,False,False,2630,UT Martin,fcs,OVC,42,2130,Chicago State,fcs,FCS Independents,7
401867686,2026,3,regular,2026-09-19T17:00:00.000Z,True,False,False,2086,Butler,fcs,Pioneer,47,2130,Chicago State,fcs,FCS Independents,20
401867692,2026,1,regular,2026-09-05T22:00:00.000Z,True,False,False,2729,William & Mary,fcs,Patriot,22,2169,Delaware State,fcs,MEAC,15
401867796,2026,2,regular,2026-09-12T23:30:00.000Z,True,False,False,99,LSU,fbs,SEC,45,2348,Louisiana Tech,fbs,Sun Belt,14
401867804,2026,3,regular,2026-09-19T20:00:00.000Z,True,False,False,239,Baylor,fbs,Big 12,36,2348,Louisiana Tech,fbs,Sun Belt,19
401867805,2026,3,regular,2026-09-19T16:00:00.000Z,True,False,False,2441,New Haven,fcs,NEC,10,225,Brown,fcs,Ivy,17
401867806,2026,4,regular,2026-09-25T23:00:00.000Z,True,False,True,225,Brown,fcs,Ivy,10,108,Harvard,fcs,Ivy,14
401867817,2026,3,regular,2026-09-19T16:00:00.000Z,True,False,False,171,Columbia,fcs,Ivy,40,322,Lafayette,fcs,Patriot,34
401867826,2026,3,regular,2026-09-19T17:00:00.000Z,True,False,False,2142,Colgate,fcs,Patriot,20,172,Cornell,fcs,Ivy,7
401867834,2026,3,regular,2026-09-19T16:00:00.000Z,True,False,False,2329,Lehigh,fcs,Patriot,24,159,Dartmouth,fcs,Ivy,20
401867845,2026,1,regular,2026-09-06T00:00:00.000Z,True,False,False,2710,Western Illinois,fcs,OVC,10,2287,Illinois State,fcs,MVFC,41
401867846,2026,3,regular,2026-09-19T19:00:00.000Z,True,False,False,2287,Illinois State,fcs,MVFC,49,2197,Eastern Illinois,fcs,OVC,13
401867855,2026,1,regular,2026-08-29T22:00:00.000Z,True,False,False,282,Indiana State,fcs,MVFC,21,2546,Southeast Missouri State,fcs,OVC,23
401867856,2026,2,regular,2026-09-12T23:00:00.000Z,True,False,False,2197,Eastern Illinois,fcs,OVC,35,282,Indiana State,fcs,MVFC,42
401867857,2026,3,regular,2026-09-19T17:00:00.000Z,True,False,False,282,Indiana State,fcs,MVFC,39,2674,Valparaiso,fcs,Pioneer,16
401867865,2026,1,regular,2026-08-27T23:00:00.000Z,True,False,False,93,Murray State,fcs,MVFC,14,2197,Eastern Illinois,fcs,OVC,28
401867866,2026,1,regular,2026-09-05T23:00:00.000Z,True,False,False,2393,Middle Tennessee,fbs,Conference USA,38,93,Murray State,fcs,MVFC,14
401867867,2026,2,regular,2026-09-12T23:00:00.000Z,True,False,False,93,Murray State,fcs,MVFC,27,2674,Valparaiso,fcs,Pioneer,18
401867874,2026,1,regular,2026-08-28T00:00:00.000Z,True,False,False,155,North Dakota,fcs,MVFC,42,2341,Long Island University,fcs,NEC,21
401867875,2026,1,regular,2026-09-05T20:00:00.000Z,True,False,False,155,North Dakota,fcs,MVFC,62,2900,St. Thomas (MN),fcs,Pioneer,26
401867876,2026,2,regular,2026-09-13T02:00:00.000Z,True,False,False,2502,Portland State,fcs,Big Sky,23,155,North Dakota,fcs,MVFC,47
401867882,2026,1,regular,2026-08-29T18:00:00.000Z,True,False,False,233,South Dakota,fcs,MVFC,59,2115,Central Connecticut,fcs,NEC,20
401867883,2026,1,regular,2026-09-06T00:00:00.000Z,True,False,False,2458,Northern Colorado,fcs,Big Sky,23,233,South Dakota,fcs,MVFC,38
401867884,2026,2,regular,2026-09-12T18:00:00.000Z,True,False,False,233,South Dakota,fcs,MVFC,41,331,Eastern Washington,fcs,Big Sky,23
401867889,2026,1,regular,2026-09-03T23:00:00.000Z,True,False,False,2535,Samford,fcs,Southern,18,79,Southern Illinois,fcs,MVFC,22
401867890,2026,2,regular,2026-09-12T23:00:00.000Z,True,False,False,79,Southern Illinois,fcs,MVFC,34,2546,Southeast Missouri State,fcs,OVC,20
401867894,2026,1,regular,2026-08-27T22:00:00.000Z,True,False,False,2754,Youngstown State,fcs,MVFC,43,2385,Mercyhurst,fcs,NEC,10
401867895,2026,2,regular,2026-09-12T18:00:00.000Z,True,False,False,2754,Youngstown State,fcs,MVFC,70,2184,Duquesne,fcs,NEC,13
401867896,2026,3,regular,2026-09-19T23:00:00.000Z,True,False,True,2571,South Dakota State,fcs,MVFC,27,2754,Youngstown State,fcs,MVFC,20
401867898,2026,3,regular,2026-09-19T19:00:00.000Z,True,False,False,147,Montana State,fcs,Big Sky,35,2115,Central Connecticut,fcs,NEC,30
401867908,2026,3,regular,2026-09-19T16:00:00.000Z,True,False,False,2341,Long Island University,fcs,NEC,16,222,Villanova,fcs,Patriot,20
401867916,2026,1,regular,2026-08-29T16:00:00.000Z,True,False,True,2681,Wagner,fcs,NEC,7,2523,Robert Morris,fcs,NEC,28
401867924,2026,1,regular,2026-09-05T16:00:00.000Z,True,False,True,2441,New Haven,fcs,NEC,3,284,Stonehill,fcs,NEC,21
401867929,2026,2,regular,2026-09-12T16:00:00.000Z,True,False,False,256,James Madison,fbs,Sun Belt,87,2681,Wagner,fcs,NEC,3
401867935,2026,1,regular,2026-08-29T23:30:00.000Z,True,True,False,47,Howard,fcs,MEAC,31,2010,Alabama A&M,fcs,SWAC,24
401867939,2026,1,regular,2026-09-06T19:00:00.000Z,True,True,False,50,Florida A&M,fcs,SWAC,13,2569,South Carolina State,fcs,MEAC,31
401867973,2026,1,regular,2026-09-05T22:00:00.000Z,True,False,False,295,Old Dominion,fbs,Sun Belt,31,2450,Norfolk State,fcs,MEAC,10
401867977,2026,1,regular,2026-08-29T23:00:00.000Z,True,False,False,2640,Texas Southern,fcs,SWAC,42,2428,North Carolina Central,fcs,MEAC,30
401867979,2026,3,regular,2026-09-19T22:00:00.000Z,True,False,False,2241,Gardner-Webb,fcs,OVC,44,2428,North Carolina Central,fcs,MEAC,20
401867984,2026,3,regular,2026-09-19T23:00:00.000Z,True,False,False,231,Furman,fcs,Southern,17,2569,South Carolina State,fcs,MEAC,20
401867988,2026,1,regular,2026-08-29T22:00:00.000Z,True,False,True,257,Richmond,fcs,Patriot,35,2083,Bucknell,fcs,Patriot,14
401867989,2026,1,regular,2026-09-05T22:00:00.000Z,True,False,True,2083,Bucknell,fcs,Patriot,16,222,Villanova,fcs,Patriot,17
401867990,2026,2,regular,2026-09-12T17:30:00.000Z,True,False,False,2678,VMI,fcs,Southern,3,2083,Bucknell,fcs,Patriot,14
401867991,2026,3,regular,2026-09-19T19:00:00.000Z,True,False,False,2083,Bucknell,fcs,Patriot,7,219,Pennsylvania,fcs,Ivy,20
401868000,2026,1,regular,2026-09-05T17:00:00.000Z,True,False,True,2142,Colgate,fcs,Patriot,35,107,Holy Cross,fcs,Patriot,10
401868007,2026,1,regular,2026-08-28T22:00:00.000Z,True,False,True,2230,Fordham,fcs,Patriot,14,2142,Colgate,fcs,Patriot,24
401868008,2026,2,regular,2026-09-12T23:30:00.000Z,True,False,False,324,Coastal Carolina,fbs,Sun Belt,45,2230,Fordham,fcs,Patriot,7
401868009,2026,3,regular,2026-09-19T22:00:00.000Z,True,False,True,2729,William & Mary,fcs,Patriot,27,2230,Fordham,fcs,Patriot,52
401868017,2026,1,regular,2026-09-05T16:30:00.000Z,True,False,True,46,Georgetown,fcs,Patriot,14,2329,Lehigh,fcs,Patriot,45
401868018,2026,3,regular,2026-09-19T19:30:00.000Z,True,False,True,257,Richmond,fcs,Patriot,24,46,Georgetown,fcs,Patriot,21
401868022,2026,1,regular,2026-08-29T19:30:00.000Z,True,False,True,107,Holy Cross,fcs,Patriot,10,2329,Lehigh,fcs,Patriot,35
401868023,2026,3,regular,2026-09-19T18:00:00.000Z,True,False,False,107,Holy Cross,fcs,Patriot,28,43,Yale,fcs,Ivy,38
401868028,2026,2,regular,2026-09-12T16:30:00.000Z,True,False,False,322,Lafayette,fcs,Patriot,13,2368,Marist,fcs,Pioneer,9
401868033,2026,2,regular,2026-09-12T18:00:00.000Z,True,False,True,2329,Lehigh,fcs,Patriot,44,2729,William & Mary,fcs,Patriot,20
401868040,2026,1,regular,2026-08-28T22:00:00.000Z,True,False,True,222,Villanova,fcs,Patriot,32,2729,William & Mary,fcs,Patriot,35
