target_season,subdivision,team_id,team_name,candidate,reference,candidate_nll,reference_nll,delta_nll
2022,fbs,202,Tulsa,R2,R1,4.474037219979776,4.480788856316943,-0.006751636337167355
2022,fbs,2026,App State,R2,R1,4.984568842542608,4.971719915686778,0.01284892685582939
2022,fbs,2032,Arkansas State,R2,R1,3.562747651845428,3.5622625679951003,0.00048508385032786094
2022,fbs,204,Oregon State,R2,R1,4.70060297303481,4.700636738054635,-3.3765019825438e-05
2022,fbs,2050,Ball State,R2,R1,4.209630318804201,4.217834679491679,-0.008204360687478207
2022,fbs,2084,Buffalo,R2,R1,4.76467715161912,4.783749117555263,-0.01907196593614291
2022,fbs,21,San Diego State,R2,R1,4.887608271616008,4.872336560062439,0.015271711553569212
2022,fbs,2116,UCF,R2,R1,4.566198621255019,4.578301739269189,-0.012103118014169745
2022,fbs,2117,Central Michigan,R2,R1,4.60505534334938,4.645188040149786,-0.040132696800405654
2022,fbs,213,Penn State,R2,R1,3.5526179919554224,3.438213380899557,0.11440461105586541
2022,fbs,2132,Cincinnati,R2,R1,4.581321721044789,4.5992417796757215,-0.017920058630932267
2022,fbs,218,Temple,R2,R1,3.7539403187071874,3.7883919116073,-0.03445159290011279
2022,fbs,2199,Eastern Michigan,R2,R1,4.7235597579010795,4.685946075752614,0.037613682148465166
2022,fbs,221,Pittsburgh,R2,R1,4.282930528509157,4.252321903659109,0.030608624850048116
2022,fbs,2226,Florida Atlantic,R2,R1,4.413792233851133,4.42254374023085,-0.008751506379717
2022,fbs,2229,Florida International,R2,R1,2.9211735402680894,2.913676931998586,0.00749660826950338
2022,fbs,2247,Georgia State,R2,R1,4.6989829803323895,4.727000009283048,-0.02801702895065894
2022,fbs,228,Clemson,R2,R1,3.4733326204795882,3.4672747565632878,0.006057863916300477
2022,fbs,2294,Iowa,R2,R1,4.486981810157019,4.58683908609797,-0.09985727594095106
2022,fbs,23,San José State,R2,R1,4.599098466936919,4.599968676769938,-0.0008702098330193309
2022,fbs,2305,Kansas,R2,R1,5.1567002432242,5.190164547266837,-0.03346430404263767
2022,fbs,2306,Kansas State,R2,R1,4.1830237564602,4.204362543185143,-0.02133878672494305
2022,fbs,2309,Kent State,R2,R1,4.545175586155623,4.546075630770736,-0.0009000446151130603
2022,fbs,2335,Liberty,R2,R1,4.676479235721501,4.683049936637022,-0.006570700915521144
2022,fbs,2348,Louisiana Tech,R2,R1,3.675298276922086,3.6394777928515323,0.035820484070553604
2022,fbs,235,Memphis,R2,R1,4.693928122385017,4.692749794852344,0.001178327532673329
2022,fbs,238,Vanderbilt,R2,R1,4.769136077455395,4.7738990672087995,-0.004762989753404945
2022,fbs,239,Baylor,R2,R1,4.734664376628814,4.763976615597853,-0.029312238969039228
2022,fbs,2390,Miami,R2,R1,5.457902472294928,5.459701477812015,-0.0017990055170864494
2022,fbs,2393,Middle Tennessee,R2,R1,4.536872087864915,4.534587678880259,0.0022844089846563165
2022,fbs,24,Stanford,R2,R1,4.604048676144711,4.644680233353438,-0.040631557208727465
2022,fbs,242,Rice,R2,R1,3.9590993396415053,3.955222931326273,0.0038764083152322826
2022,fbs,2426,Navy,R2,R1,5.079574893733191,4.982843415374397,0.09673147835879359
2022,fbs,2429,Charlotte,R2,R1,3.6383694681720726,3.637910373296775,0.0004590948752976054
2022,fbs,2433,UL Monroe,R2,R1,4.046968196607038,4.033512616105523,0.013455580501514852
2022,fbs,2439,UNLV,R2,R1,4.184357646521031,4.162474744541069,0.021882901979961566
2022,fbs,2440,Nevada,R2,R1,4.720476651016861,4.661968522078976,0.05850812893788504
2022,fbs,245,Texas A&M,R2,R1,5.372616898107035,5.531423352354371,-0.15880645424733597
2022,fbs,2459,Northern Illinois,R2,R1,5.869896231816037,5.805009420273018,0.06488681154301901
2022,fbs,248,Houston,R2,R1,4.715365511682279,4.691671072293772,0.023694439388506794
2022,fbs,2483,Oregon,R2,R1,3.816908332858281,3.8192577658696956,-0.002349433011414437
2022,fbs,249,North Texas,R2,R1,4.587519710723713,4.595031887417244,-0.007512176693531103
2022,fbs,25,California,R2,R1,4.57828481609156,4.574792431714512,0.003492384377048019
2022,fbs,2509,Purdue,R2,R1,4.522238371258777,4.532468656736047,-0.01023028547726934
2022,fbs,251,Texas,R2,R1,3.979656996069351,4.009894111943324,-0.030237115873973153
2022,fbs,252,BYU,R2,R1,4.635749061561843,4.656439906223614,-0.020690844661770846
2022,fbs,254,Utah,R2,R1,3.577198735014019,3.5914607904937284,-0.014262055479709268
2022,fbs,256,James Madison,R2,R1,5.152706036514329,5.152706036514329,0.0
2022,fbs,2567,SMU,R2,R1,4.664791816003043,4.670169825971927,-0.005378009968883823
2022,fbs,2572,Southern Miss,R2,R1,4.707461118712455,4.70801439173354,-0.0005532730210848769
2022,fbs,2579,South Carolina,R2,R1,4.256062641200774,4.2525371001997385,0.003525541001035748
2022,fbs,258,Virginia,R2,R1,4.965904322117558,4.915113271639063,0.050791050478494526
2022,fbs,259,Virginia Tech,R2,R1,4.922018672336382,5.04167281441457,-0.11965414207818803
2022,fbs,26,UCLA,R2,R1,4.32360607914542,4.352214296483799,-0.028608217338379482
2022,fbs,2628,TCU,R2,R1,5.180042754106933,5.271660197787838,-0.09161744368090563
2022,fbs,2633,Tennessee,R2,R1,4.270622634868525,4.146817177697658,0.12380545717086733
2022,fbs,2636,UTSA,R2,R1,4.538739918814245,4.556749657998827,-0.018009739184582152
2022,fbs,2638,UTEP,R2,R1,4.071179568681548,4.070940372933611,0.0002391957479366269
2022,fbs,264,Washington,R2,R1,4.622044266491668,4.612455836626798,0.009588429864869852
2022,fbs,2641,Texas Tech,R2,R1,4.544517920597865,4.594659884836909,-0.05014196423904327
2022,fbs,2649,Toledo,R2,R1,4.641160618052939,4.653674040756108,-0.012513422703169574
2022,fbs,265,Washington State,R2,R1,4.659041646971893,4.658189824879742,0.0008518220921507336
2022,fbs,2653,Troy,R2,R1,6.341997666719421,6.16398448079108,0.17801318592834114
2022,fbs,2655,Tulane,R2,R1,5.615160604234899,5.704077246979594,-0.08891664274469502
2022,fbs,2711,Western Michigan,R2,R1,4.140625022154264,4.152073476511537,-0.011448454357272375
2022,fbs,275,Wisconsin,R2,R1,4.630193841304098,4.63083317287699,-0.0006393315728923099
2022,fbs,2751,Wyoming,R2,R1,4.56572267520926,4.542753481440899,0.02296919376836115
2022,fbs,276,Marshall,R2,R1,4.729730437517637,4.744949069147763,-0.015218631630125934
2022,fbs,277,West Virginia,R2,R1,4.602920569614901,4.5993876238154385,0.0035329457994626168
2022,fbs,278,Fresno State,R2,R1,4.444942972450517,4.445593418752404,-0.0006504463018872642
2022,fbs,290,Georgia Southern,R2,R1,4.469886609912982,4.461697987471836,0.008188622441146265
2022,fbs,295,Old Dominion,R2,R1,4.213000463049589,4.212165735130152,0.0008347279194369506
2022,fbs,30,USC,R2,R1,4.843685279374057,4.800624228556674,0.043061050817382984
2022,fbs,309,Louisiana,R2,R1,4.685329615988198,4.705229470693929,-0.019899854705731634
2022,fbs,324,Coastal Carolina,R2,R1,4.772144922010045,4.749961910702248,0.02218301130779743
2022,fbs,326,Texas State,R2,R1,3.7718579159712498,3.7742926549995177,-0.0024347390282679626
2022,fbs,328,Utah State,R2,R1,4.808423574054718,4.77960178490875,0.02882178914596789
2022,fbs,333,Alabama,R2,R1,2.3804356881093285,2.375008875453837,0.0054268126554912755
2022,fbs,344,Mississippi State,R2,R1,5.114022090337077,5.151180743180818,-0.037158652843741535
2022,fbs,349,Army,R2,R1,4.631396007569458,4.615171810998127,0.016224196571331007
2022,fbs,356,Illinois,R2,R1,4.778559016807978,4.805950225139174,-0.02739120833119646
2022,fbs,36,Colorado State,R2,R1,3.8819123993905285,3.8439561781992513,0.03795622119127717
2022,fbs,38,Colorado,R2,R1,4.464726265293656,4.404199213760661,0.0605270515329952
2022,fbs,41,UConn,R2,R1,4.758835177542281,4.780365944626177,-0.02153076708389623
2022,fbs,5,UAB,R2,R1,4.663958114128459,4.645358642707488,0.018599471420970737
2022,fbs,52,Florida State,R2,R1,4.2319462928260805,4.274400700849222,-0.04245440802314171
2022,fbs,57,Florida,R2,R1,4.489935160166341,4.492532098057185,-0.002596937890844586
2022,fbs,58,South Florida,R2,R1,3.8599616257985354,3.8169691200660294,0.042992505732506014
2022,fbs,59,Georgia Tech,R2,R1,4.55148402705096,4.552041652496538,-0.0005576254455776919
2022,fbs,6,South Alabama,R2,R1,5.830608582780187,5.88592148462204,-0.055312901841853446
2022,fbs,61,Georgia,R2,R1,1.4426584869287495,1.4442990578291572,-0.0016405709004077007
2022,fbs,62,Hawai'i,R2,R1,3.750948751901415,3.6885358061721374,0.06241294572927769
2022,fbs,66,Iowa State,R2,R1,4.738084764302149,4.748707783353402,-0.010623019051252847
2022,fbs,68,Boise State,R2,R1,4.526336144380703,4.5241733496271985,0.002162794753504116
2022,fbs,77,Northwestern,R2,R1,4.275409814909619,4.23356554002028,0.04184427488933906
2022,fbs,8,Arkansas,R2,R1,4.3770645912392,4.366967262373565,0.010097328865634303
2022,fbs,84,Indiana,R2,R1,4.644784924573171,4.642331001586339,0.0024539229868327794
2022,fbs,87,Notre Dame,R2,R1,3.9591454684484044,3.9585420362043275,0.0006034322440768847
2022,fbs,9,Arizona State,R2,R1,4.573063349717731,4.589017921697025,-0.015954571979293952
2022,fbs,96,Kentucky,R2,R1,4.544955279565409,4.525228048229722,0.0197272313356871
2022,fbs,97,Louisville,R2,R1,4.6895819806419965,4.722058873112352,-0.032476892470355345
2022,fbs,98,Western Kentucky,R2,R1,4.662715672841983,4.664091273882896,-0.0013756010409124997
2022,fbs,99,LSU,R2,R1,3.625900260762055,3.6315642346748116,-0.005663973912756415
2023,fbs,103,Boston College,R2,R1,4.91377456117741,4.947605814124458,-0.033831252947047474
2023,fbs,113,Massachusetts,R2,R1,3.4423120541948435,3.4592674877440657,-0.016955433549222132
2023,fbs,12,Arizona,R2,R1,5.715171096853296,5.8011670828400845,-0.0859959859867887
2023,fbs,120,Maryland,R2,R1,4.336011286305333,4.326292655418527,0.009718630886806245
2023,fbs,127,Michigan State,R2,R1,4.579855092689685,4.599161708446261,-0.01930661575657666
2023,fbs,130,Michigan,R2,R1,3.93673182627092,3.587750224825682,0.34898160144523827
2023,fbs,135,Minnesota,R2,R1,4.96082555739554,4.923262941291439,0.03756261610410139
2023,fbs,142,Missouri,R2,R1,4.3859316005790285,4.455157660526248,-0.0692260599472192
2023,fbs,145,Ole Miss,R2,R1,3.542340035468017,3.5685861221138184,-0.026246086645801636
2023,fbs,150,Duke,R2,R1,4.611943031225664,4.535062910508617,0.07688012071704708
2023,fbs,151,East Carolina,R2,R1,4.366329579706713,4.520927843330587,-0.15459826362387386
2023,fbs,152,NC State,R2,R1,4.279689537365781,4.296884482219193,-0.01719494485341233
2023,fbs,153,North Carolina,R2,R1,4.483009935121638,4.530588240541487,-0.04757830541984909
2023,fbs,154,Wake Forest,R2,R1,4.815775259008697,4.8595425562473915,-0.04376729723869488
2023,fbs,158,Nebraska,R2,R1,4.637818234824276,4.633553186505796,0.004265048318480069
2023,fbs,164,Rutgers,R2,R1,4.962226110420855,5.002068408115434,-0.039842297694579365
2023,fbs,166,New Mexico State,R2,R1,5.309131370609356,5.351366544795032,-0.04223517418567546
2023,fbs,167,New Mexico,R2,R1,4.472880078856012,4.425375277378711,0.047504801477301406
2023,fbs,183,Syracuse,R2,R1,4.574786893329729,4.569603956264607,0.005182937065121962
2023,fbs,189,Bowling Green,R2,R1,4.903074739366911,4.94048454394975,-0.037409804582838824
2023,fbs,193,Miami (OH),R2,R1,4.732494002259571,4.727655693890865,0.0048383083687060235
2023,fbs,194,Ohio State,R2,R1,2.8367205619893143,2.8381387634568433,-0.0014182014675290233
2023,fbs,195,Ohio,R2,R1,4.6681861572231345,4.653580796690992,0.014605360532142342
2023,fbs,197,Oklahoma State,R2,R1,4.488139738494579,4.354623273727304,0.13351646476727463
2023,fbs,2,Auburn,R2,R1,5.140664847000269,5.079281115994626,0.06138373100564287
2023,fbs,2005,Air Force,R2,R1,4.80938944581185,4.790048974900292,0.019340470911558327
2023,fbs,2006,Akron,R2,R1,3.0605172700870407,3.1202538758718275,-0.05973660578478679
2023,fbs,201,Oklahoma,R2,R1,3.80698406589621,3.838332048791584,-0.03134798289537377
2023,fbs,202,Tulsa,R2,R1,3.94727577345212,3.9335451956909284,0.013730577761191576
2023,fbs,2026,App State,R2,R1,4.889843757670116,4.789687528530578,0.1001562291395377
2023,fbs,2032,Arkansas State,R2,R1,4.615318042984446,4.6438486630122355,-0.028530620027789944
2023,fbs,204,Oregon State,R2,R1,4.327661306977617,4.364969855917722,-0.03730854894010527
2023,fbs,2050,Ball State,R2,R1,4.226882506585109,4.243332208250894,-0.016449701665785632
2023,fbs,2084,Buffalo,R2,R1,4.474927979796382,4.414658513951653,0.06026946584472892
2023,fbs,21,San Diego State,R2,R1,4.4043337296528975,4.38138355017721,0.02295017947568745
2023,fbs,2116,UCF,R2,R1,4.705645606745571,4.689987166586151,0.015658440159420195
2023,fbs,2117,Central Michigan,R2,R1,4.065502565043649,4.080382356993266,-0.014879791949617527
2023,fbs,213,Penn State,R2,R1,3.3708188380183257,3.394039821770584,-0.023220983752258118
2023,fbs,2132,Cincinnati,R2,R1,5.1733788136560594,5.108406617976831,0.0649721956792284
2023,fbs,218,Temple,R2,R1,4.11318472184573,4.113306282460831,-0.00012156061510104621
2023,fbs,2199,Eastern Michigan,R2,R1,4.223950167789317,4.248377674554705,-0.024427506765388074
2023,fbs,221,Pittsburgh,R2,R1,5.579540023532365,5.6616204498877405,-0.08208042635537538
2023,fbs,2226,Florida Atlantic,R2,R1,4.551421121127325,4.50040001657294,0.05102110455438513
2023,fbs,2229,Florida International,R2,R1,3.327531232442198,3.3000550161531588,0.02747621628903918
2023,fbs,2247,Georgia State,R2,R1,4.6802580889674275,4.6932158581949235,-0.01295776922749603
2023,fbs,228,Clemson,R2,R1,4.239689147109848,4.28645824497699,-0.04676909786714223
2023,fbs,2294,Iowa,R2,R1,4.280172190945447,4.273514882710784,0.006657308234663262
2023,fbs,23,San José State,R2,R1,5.169320580178626,5.111343631444323,0.0579769487343027
2023,fbs,2305,Kansas,R2,R1,4.552552790079358,4.595917390168788,-0.043364600089430105
2023,fbs,2306,Kansas State,R2,R1,3.9857724635859344,3.931161414159455,0.05461104942647932
2023,fbs,2309,Kent State,R2,R1,4.432491501761692,4.635763275214399,-0.2032717734527063
2023,fbs,2335,Liberty,R2,R1,5.509104245852384,5.584067705554335,-0.07496345970195151
2023,fbs,2348,Louisiana Tech,R2,R1,3.839688937738994,3.7837667764353093,0.05592216130368444
2023,fbs,235,Memphis,R2,R1,4.608797035175094,4.63630000875654,-0.027502973581445822
2023,fbs,238,Vanderbilt,R2,R1,4.830396242039314,4.828975005810955,0.0014212362283592128
2023,fbs,239,Baylor,R2,R1,6.118968939206808,6.016012418119678,0.10295652108712972
2023,fbs,2390,Miami,R2,R1,4.565932105030435,4.491213784998318,0.07471832003211709
2023,fbs,2393,Middle Tennessee,R2,R1,4.190626461403961,4.18334347132885,0.007282990075110796
2023,fbs,24,Stanford,R2,R1,4.5250195136984805,4.592687834098504,-0.06766832040002324
2023,fbs,242,Rice,R2,R1,4.503930155735917,4.497594336316256,0.006335819419660993
2023,fbs,2426,Navy,R2,R1,4.224449246904303,4.226193571442351,-0.0017443245380475147
2023,fbs,2429,Charlotte,R2,R1,3.1487773176535305,3.146570353815804,0.002206963837726672
2023,fbs,2433,UL Monroe,R2,R1,2.847415143405844,2.8275081935611452,0.01990694984469865
2023,fbs,2439,UNLV,R2,R1,5.725786874393849,5.7857392555808875,-0.059952381187038384
2023,fbs,2440,Nevada,R2,R1,3.0390133464657296,3.02059197460811,0.018421371857619828
2023,fbs,245,Texas A&M,R2,R1,4.4391229395894545,4.448558216894186,-0.009435277304731926
2023,fbs,2459,Northern Illinois,R2,R1,4.698762251152645,4.645114238342699,0.05364801280994591
2023,fbs,248,Houston,R2,R1,4.733849222540055,4.703320119751546,0.030529102788508844
2023,fbs,2483,Oregon,R2,R1,3.082941314920406,3.129168395001898,-0.04622708008149168
2023,fbs,249,North Texas,R2,R1,4.384685801085839,4.3619335350821675,0.022752266003671195
2023,fbs,25,California,R2,R1,4.6059151147233734,4.600559289860987,0.0053558248623861715
2023,fbs,2509,Purdue,R2,R1,4.693366935803468,4.678226340617764,0.015140595185703987
2023,fbs,251,Texas,R2,R1,3.448534031445013,3.364386757148967,0.08414727429604563
2023,fbs,252,BYU,R2,R1,4.78402808312932,4.852804946945312,-0.06877686381599268
2023,fbs,2534,Sam Houston,R2,R1,3.7465049735338756,3.7465049735338756,0.0
2023,fbs,254,Utah,R2,R1,4.424320328263812,4.4990408149573415,-0.07472048669352915
2023,fbs,256,James Madison,R2,R1,7.94384699307471,7.8486764366746415,0.09517055640006866
2023,fbs,2567,SMU,R2,R1,4.723080767527253,4.767709611605798,-0.04462884407854517
2023,fbs,2572,Southern Miss,R2,R1,4.432211743776643,4.430505340752793,0.00170640302384939
2023,fbs,2579,South Carolina,R2,R1,4.749125134210068,4.725268239435718,0.023856894774350046
2023,fbs,258,Virginia,R2,R1,4.53879237316682,4.5274777021380235,0.011314671028796575
2023,fbs,259,Virginia Tech,R2,R1,4.5943717385696,4.611297190244611,-0.016925451675010805
2023,fbs,26,UCLA,R2,R1,4.430943784957139,4.442538202862171,-0.011594417905032017
2023,fbs,2628,TCU,R2,R1,5.078714646722267,5.145507401684217,-0.06679275496195025
2023,fbs,2633,Tennessee,R2,R1,3.880923824890412,3.8811996969358256,-0.0002758720454134611
2023,fbs,2636,UTSA,R2,R1,4.706905970816738,4.691669354440168,0.015236616376570034
2023,fbs,2638,UTEP,R2,R1,3.6021605205788414,3.59871717696996,0.003443343608881211
2023,fbs,264,Washington,R2,R1,4.299616699998082,4.394154315435645,-0.094537615437563
2023,fbs,2641,Texas Tech,R2,R1,4.486898541390296,4.4859928819506365,0.0009056594396597006
2023,fbs,2649,Toledo,R2,R1,4.696068477761878,4.66212474573352,0.03394373202835865
2023,fbs,265,Washington State,R2,R1,4.653894128149633,4.636563158905371,0.01733096924426203
2023,fbs,2653,Troy,R2,R1,5.208857216013614,5.155414349125088,0.05344286688852584
2023,fbs,2655,Tulane,R2,R1,4.673143645488456,4.697741886907851,-0.024598241419394817
2023,fbs,2711,Western Michigan,R2,R1,4.253116357231212,4.29029951514023,-0.03718315790901805
2023,fbs,275,Wisconsin,R2,R1,4.683493054192807,4.659112318456366,0.024380735736441395
2023,fbs,2751,Wyoming,R2,R1,5.457707428456897,5.422471432477668,0.035235995979228996
2023,fbs,276,Marshall,R2,R1,4.540483281891202,4.539564090066112,0.0009191918250897047
2023,fbs,277,West Virginia,R2,R1,4.606951498114975,4.643559500056583,-0.03660800194160796
2023,fbs,278,Fresno State,R2,R1,4.872860425964884,4.833952099335449,0.038908326629434775
2023,fbs,290,Georgia Southern,R2,R1,4.5334539496320465,4.50929698980686,0.024156959825186952
2023,fbs,295,Old Dominion,R2,R1,4.981649114709201,4.869159255155768,0.11248985955343294
2023,fbs,30,USC,R2,R1,4.275846545566365,4.2465576887520875,0.02928885681427751
2023,fbs,309,Louisiana,R2,R1,4.6062668447660515,4.605345696993808,0.0009211477722432804
2023,fbs,324,Coastal Carolina,R2,R1,4.699888120818817,4.70356487218802,-0.0036767513692028686
2023,fbs,326,Texas State,R2,R1,5.201250206595029,5.258361956570711,-0.05711174997568236
2023,fbs,328,Utah State,R2,R1,4.525593805276886,4.541698698351925,-0.01610489307503915
2023,fbs,333,Alabama,R2,R1,2.786033423685163,2.729297954331059,0.05673546935410423
2023,fbs,344,Mississippi State,R2,R1,5.171874509829316,5.119419395797866,0.0524551140314502
2023,fbs,349,Army,R2,R1,4.6284449065659485,4.619022773301573,0.009422133264375354
2023,fbs,356,Illinois,R2,R1,4.769419091239392,4.821203619858794,-0.05178452861940208
2023,fbs,36,Colorado State,R2,R1,4.326322612399359,4.322481142471074,0.003841469928285157
2023,fbs,38,Colorado,R2,R1,4.6894569987761185,4.703307565552433,-0.013850566776314466
2023,fbs,41,UConn,R2,R1,4.38678431009869,4.328660728877148,0.05812358122154215
2023,fbs,5,UAB,R2,R1,4.245702800229819,4.222408053644638,0.02329474658518116
2023,fbs,52,Florida State,R2,R1,3.469807161879725,3.5119004030573406,-0.04209324117761559
2023,fbs,55,Jacksonville State,R2,R1,5.2479151139319,5.2479151139319,0.0
2023,fbs,57,Florida,R2,R1,4.900871080388394,4.863996015107288,0.03687506528110607
2023,fbs,58,South Florida,R2,R1,4.758842910010328,4.784842995519226,-0.02600008550889843
2023,fbs,59,Georgia Tech,R2,R1,4.585098839966437,4.6037376269347146,-0.018638786968277365
2023,fbs,6,South Alabama,R2,R1,4.732229421185328,4.720059435304522,0.012169985880805534
2023,fbs,61,Georgia,R2,R1,1.9842413180971783,1.9652182741573134,0.01902304393986487
2023,fbs,62,Hawai'i,R2,R1,4.219490606814146,4.236885107281435,-0.017394500467289298
2023,fbs,66,Iowa State,R2,R1,4.551016690434282,4.525945804268291,0.025070886165990736
2023,fbs,68,Boise State,R2,R1,4.581995936982939,4.5602065803191225,0.02178935666381676
2023,fbs,77,Northwestern,R2,R1,4.882161762766292,4.865079510703467,0.0170822520628251
2023,fbs,8,Arkansas,R2,R1,5.183518953821409,5.1373820256406315,0.046136928180777304
2023,fbs,84,Indiana,R2,R1,4.469053897476409,4.466926768766269,0.0021271287101400915
2023,fbs,87,Notre Dame,R2,R1,3.5743853359659408,3.598222336322216,-0.02383700035627534
2023,fbs,9,Arizona State,R2,R1,4.941517465025211,4.890671878056119,0.05084558696909269
2023,fbs,96,Kentucky,R2,R1,4.590241218671275,4.568250673450699,0.021990545220575974
2023,fbs,97,Louisville,R2,R1,4.074982261065365,4.097368281873893,-0.022386020808527363
2023,fbs,98,Western Kentucky,R2,R1,4.683357030319551,4.6754173765838924,0.007939653735658858
2023,fbs,99,LSU,R2,R1,3.4645910025051037,3.4564183207373445,0.008172681767759205
2024,fbs,103,Boston College,R2,R1,4.562264239795697,4.573124455903237,-0.010860216107539955
2024,fbs,113,Massachusetts,R2,R1,3.084912731059988,3.0841585060806707,0.0007542249793175415
2024,fbs,12,Arizona,R2,R1,5.967313100487525,5.924759717679178,0.04255338280834664
2024,fbs,120,Maryland,R2,R1,5.02897810807695,5.073282295082184,-0.04430418700523475
2024,fbs,127,Michigan State,R2,R1,4.670457835972309,4.663362247418561,0.007095588553747589
2024,fbs,130,Michigan,R2,R1,4.277757471588667,4.355691801974913,-0.07793433038624631
2024,fbs,135,Minnesota,R2,R1,4.306530398113942,4.317370734866972,-0.010840336753029867
2024,fbs,142,Missouri,R2,R1,4.5172765283088525,4.493913628206175,0.023362900102677386
2024,fbs,145,Ole Miss,R2,R1,3.32824703846275,3.3372768704108005,-0.009029831948050404
2024,fbs,150,Duke,R2,R1,4.549107534493311,4.5510488290594955,-0.001941294566184304
2024,fbs,151,East Carolina,R2,R1,5.337387353256185,5.369653392280992,-0.03226603902480729
2024,fbs,152,NC State,R2,R1,5.32994658999748,5.295509963326914,0.03443662667056557
2024,fbs,153,North Carolina,R2,R1,4.834396800856116,4.864512253755251,-0.03011545289913542
2024,fbs,154,Wake Forest,R2,R1,4.475618534338648,4.482905984692229,-0.007287450353580915
2024,fbs,158,Nebraska,R2,R1,4.4726610778543145,4.48233785004261,-0.009676772188295324
2024,fbs,164,Rutgers,R2,R1,4.571407776892358,4.5735059746888735,-0.002098197796515322
2024,fbs,166,New Mexico State,R2,R1,3.562989993402832,3.5279591089698457,0.0350308844329863
2024,fbs,167,New Mexico,R2,R1,4.295349595201391,4.314424755915427,-0.01907516071403581
2024,fbs,183,Syracuse,R2,R1,5.051919409957489,5.085479994288347,-0.03356058433085796
2024,fbs,189,Bowling Green,R2,R1,4.695693908666599,4.70986364997261,-0.014169741306011119
2024,fbs,193,Miami (OH),R2,R1,4.665538479937708,4.663742100780937,0.0017963791567705556
2024,fbs,194,Ohio State,R2,R1,3.099806370215394,3.1606470083635116,-0.06084063814811769
2024,fbs,195,Ohio,R2,R1,6.0157013492142,6.06960712137368,-0.05390577215948067
2024,fbs,197,Oklahoma State,R2,R1,7.052788943155139,6.970985794776221,0.08180314837891878
2024,fbs,2,Auburn,R2,R1,4.976278370614393,4.950195694743152,0.026082675871241356
2024,fbs,2005,Air Force,R2,R1,4.390503269644773,4.40059907768364,-0.010095808038866672
2024,fbs,2006,Akron,R2,R1,4.74279046057536,4.689313155722658,0.05347730485270219
2024,fbs,201,Oklahoma,R2,R1,5.304604539161845,5.418355888587468,-0.11375134942562237
2024,fbs,202,Tulsa,R2,R1,4.666885523607613,4.606752514370014,0.06013300923759868
2024,fbs,2026,App State,R2,R1,4.714864782536946,4.69345619582194,0.021408586715005562
2024,fbs,2032,Arkansas State,R2,R1,4.652987573901056,4.641205670717013,0.011781903184043152
2024,fbs,204,Oregon State,R2,R1,5.044910143450352,5.012629552522026,0.032280590928325914
